id_viagem;dt_inicio;dt_fim;qt_tempo_previsto;qt_tempo_real;ds_status;nm_linha;ds_origem;ds_destino;qt_nivel_congestionamento_pct;qt_velocidade_media_kmh;dt_transito
375;2026-05-11 19:00:00;2026-05-11 19:49:00;44;49,0;Concluida;Linha Industrial 1;Centro;Polo Industrial;72;27,2;2026-05-11 19:36:00
377;2026-05-11 20:10:00;2026-05-11 21:11:00;61;61,0;Concluida;Linha Residencial A;Residencial Alpha;Centro;89;8,67;2026-05-11 20:44:00
378;2026-05-11 20:45:00;2026-05-11 22:31:00;95;106,0;Concluida;Linha Residencial B;Centro;Residencial Beta;94;21,54;2026-05-11 21:02:00
380;2026-05-11 21:55:00;2026-05-11 23:21:00;80;86,0;Concluida;Linha Parque Azul;Parque Azul;Centro;64;31,32;2026-05-11 22:03:00
381;2026-05-11 22:30:00;2026-05-11 23:46:00;71;76,0;Concluida;Linha Aeroporto 1;Centro;Aeroporto Alpha;75;35,42;2026-05-11 23:05:00
384;2026-05-12 00:15:00;2026-05-12 01:29:00;61;74,0;Concluida;Linha Shopping Sul;Shopping Alpha;Centro;20;43,52;2026-05-12 00:22:00
385;2026-05-12 00:50:00;2026-05-12 02:32:00;86;102,0;Concluida;Linha Terminal Oeste;Terminal Oeste;Centro;92;19,59;2026-05-12 01:04:00
388;2026-05-12 06:10:00;2026-05-12 07:24:00;55;74,0;Concluida;Linha Circular Sul;Sul;Leste;67;23,08;2026-05-12 06:24:00
389;2026-05-12 06:45:00;2026-05-12 07:58:00;63;73,0;Concluida;Linha Metropolitana 1;Centro;Cidade Beta;65;36,85;2026-05-12 07:13:00
390;2026-05-12 07:20:00;2026-05-12 08:35:00;68;75,0;Concluida;Linha Metropolitana 2;Cidade Beta;Centro;78;20,3;2026-05-12 07:46:00
391;2026-05-12 07:55:00;2026-05-12 09:01:00;50;66,0;Concluida;Linha Expresso Norte;Terminal Norte;Terminal Sul;50;35,67;2026-05-12 08:11:00
394;2026-05-12 09:40:00;2026-05-12 11:08:00;95;88,0;Concluida;Linha Escolar 2;Escola Alpha;Centro;12;64,43;2026-05-12 10:10:00
395;2026-05-12 10:15:00;2026-05-12 11:22:00;53;67,0;Concluida;Linha Tecnologia;Centro;Parque Tecnologico;61;28,45;2026-05-12 10:21:00
398;2026-05-12 12:00:00;2026-05-12 13:28:00;67;88,0;Concluida;Linha Ecologica 2;Centro;Parque Azul;35;50,69;2026-05-12 12:33:00
399;2026-05-12 12:35:00;2026-05-12 13:49:00;73;74,0;Concluida;Linha Bairro Alto;Bairro Alto;Centro;94;18,4;2026-05-12 13:08:00
400;2026-05-12 13:10:00;2026-05-12 14:02:00;43;52,0;Concluida;Linha Bairro Novo;Bairro Novo;Centro;55;20,81;2026-05-12 13:25:00
401;2026-05-12 13:45:00;2026-05-12 14:37:00;37;52,0;Concluida;Linha Centro Norte;Terminal Norte;Centro;22;50,66;2026-05-12 14:01:00
406;2026-05-12 16:40:00;2026-05-12 17:35:00;45;55,0;Concluida;Linha Alpha Sul;Sul;Centro;46;45,08;2026-05-12 16:47:00
407;2026-05-12 17:15:00;2026-05-12 17:58:00;35;43,0;Concluida;Linha Beta Oeste;Oeste;Centro;13;53,51;2026-05-12 17:22:00
409;2026-05-12 18:25:00;2026-05-12 19:20:00;54;55,0;Concluida;Linha Universitaria 1;Centro;Universidade Alpha;93;14,7;2026-05-12 18:55:00
414;2026-05-12 21:20:00;2026-05-12 22:16:00;58;56,0;Concluida;Linha Comercial Sul;Distrito Comercial;Centro;54;36,87;2026-05-12 21:58:00
417;2026-05-12 23:05:00;2026-05-13 00:07:00;42;62,0;Concluida;Linha Residencial A;Residencial Alpha;Centro;68;26,77;2026-05-12 23:47:00
419;2026-05-13 00:15:00;2026-05-13 01:39:00;86;84,0;Concluida;Linha Parque Verde;Centro;Parque Verde;55;27,71;2026-05-13 00:48:00
423;2026-05-13 06:10:00;2026-05-13 07:26:00;62;76,0;Concluida;Linha Shopping Norte;Centro;Shopping Alpha;59;23,55;2026-05-13 06:47:00
425;2026-05-13 07:20:00;2026-05-13 08:48:00;70;88,0;Concluida;Linha Terminal Oeste;Terminal Oeste;Centro;89;9,16;2026-05-13 07:37:00
426;2026-05-13 07:55:00;2026-05-13 08:38:00;50;43,0;Concluida;Linha Terminal Leste;Centro;Terminal Leste;92;8,77;2026-05-13 08:04:00
427;2026-05-13 08:30:00;2026-05-13 09:57:00;64;87,0;Concluida;Linha Circular Norte;Norte;Oeste;30;54,4;2026-05-13 09:12:00
428;2026-05-13 09:05:00;2026-05-13 10:16:00;53;71,0;Concluida;Linha Circular Sul;Sul;Leste;50;21,38;2026-05-13 09:11:00
429;2026-05-13 09:40:00;2026-05-13 11:14:00;69;94,0;Concluida;Linha Metropolitana 1;Centro;Cidade Beta;26;48,99;2026-05-13 10:21:00
430;2026-05-13 10:15:00;2026-05-13 11:37:00;62;82,0;Concluida;Linha Metropolitana 2;Cidade Beta;Centro;85;18,42;2026-05-13 10:31:00
431;2026-05-13 10:50:00;2026-05-13 12:08:00;57;78,0;Concluida;Linha Expresso Norte;Terminal Norte;Terminal Sul;75;24,92;2026-05-13 11:19:00
433;2026-05-13 12:00:00;2026-05-13 13:25:00;73;85,0;Concluida;Linha Escolar 1;Centro;Escola Alpha;26;64,27;2026-05-13 12:19:00
434;2026-05-13 12:35:00;2026-05-13 13:36:00;62;61,0;Concluida;Linha Escolar 2;Escola Alpha;Centro;50;34,9;2026-05-13 13:13:00
436;2026-05-13 13:45:00;2026-05-13 14:20:00;38;35,0;Concluida;Linha Inovacao;Parque Tecnologico;Centro;75;24,97;2026-05-13 13:58:00
437;2026-05-13 14:20:00;2026-05-13 15:51:00;80;91,0;Concluida;Linha Ecologica 1;Parque Verde;Centro;21;49,56;2026-05-13 15:02:00
439;2026-05-13 15:30:00;2026-05-13 16:28:00;45;58,0;Concluida;Linha Bairro Alto;Bairro Alto;Centro;19;42,01;2026-05-13 15:42:00
441;2026-05-13 16:40:00;2026-05-13 18:28:00;86;108,0;Concluida;Linha Centro Norte;Terminal Norte;Centro;93;12,15;2026-05-13 17:20:00
442;2026-05-13 17:15:00;2026-05-13 18:38:00;63;83,0;Concluida;Linha Centro Sul;Centro;Terminal Sul;29;53,65;2026-05-13 17:38:00
443;2026-05-13 17:50:00;2026-05-13 18:56:00;55;66,0;Concluida;Linha Circular 1;Centro;Bairro Industrial;20;61,03;2026-05-13 17:56:00
445;2026-05-13 19:00:00;2026-05-13 20:15:00;71;75,0;Concluida;Linha Alpha Norte;Alvorada;Norte;55;25,07;2026-05-13 19:45:00
446;2026-05-13 19:35:00;2026-05-13 20:45:00;55;70,0;Concluida;Linha Alpha Sul;Sul;Centro;42;58,36;2026-05-13 19:45:00
449;2026-05-13 21:20:00;2026-05-13 22:03:00;40;43,0;Concluida;Linha Universitaria 1;Centro;Universidade Alpha;90;20,9;2026-05-13 22:01:00
452;2026-05-13 23:05:00;2026-05-13 23:58:00;45;53,0;Concluida;Linha Hospital Sul;Hospital Alpha;Centro;15;42,3;2026-05-13 23:32:00
455;2026-05-14 00:50:00;2026-05-14 02:19:00;85;89,0;Concluida;Linha Industrial 1;Centro;Polo Industrial;41;54,19;2026-05-14 01:34:00
457;2026-05-14 05:35:00;2026-05-14 06:30:00;39;55,0;Concluida;Linha Residencial A;Residencial Alpha;Centro;6;50,68;2026-05-14 05:48:00
459;2026-05-14 06:45:00;2026-05-14 07:28:00;45;43,0;Concluida;Linha Parque Verde;Centro;Parque Verde;64;31,03;2026-05-14 07:27:00
460;2026-05-14 07:20:00;2026-05-14 07:54:00;42;34,0;Concluida;Linha Parque Azul;Parque Azul;Centro;80;10,83;2026-05-14 07:26:00
463;2026-05-14 09:05:00;2026-05-14 10:18:00;71;73,0;Concluida;Linha Shopping Norte;Centro;Shopping Alpha;35;54,99;2026-05-14 09:29:00
464;2026-05-14 09:40:00;2026-05-14 10:43:00;70;63,0;Concluida;Linha Shopping Sul;Shopping Alpha;Centro;76;35,71;2026-05-14 10:24:00
465;2026-05-14 10:15:00;2026-05-14 11:04:00;47;49,0;Concluida;Linha Terminal Oeste;Terminal Oeste;Centro;17;37,68;2026-05-14 10:26:00
470;2026-05-14 13:10:00;2026-05-14 14:03:00;55;53,0;Concluida;Linha Metropolitana 2;Cidade Beta;Centro;41;59,05;2026-05-14 13:33:00
471;2026-05-14 13:45:00;2026-05-14 15:12:00;89;87,0;Concluida;Linha Expresso Norte;Terminal Norte;Terminal Sul;14;53,74;2026-05-14 14:24:00
472;2026-05-14 14:20:00;2026-05-14 15:51:00;94;91,0;Concluida;Linha Expresso Sul;Terminal Sul;Terminal Norte;59;30,82;2026-05-14 14:28:00
474;2026-05-14 15:30:00;2026-05-14 16:59:00;81;89,0;Concluida;Linha Escolar 2;Escola Alpha;Centro;32;37,4;2026-05-14 16:13:00
476;2026-05-14 16:40:00;2026-05-14 18:14:00;78;94,0;Concluida;Linha Inovacao;Parque Tecnologico;Centro;96;19,08;2026-05-14 16:54:00
477;2026-05-14 17:15:00;2026-05-14 18:06:00;58;51,0;Concluida;Linha Ecologica 1;Parque Verde;Centro;87;15,44;2026-05-14 17:45:00
479;2026-05-14 18:25:00;2026-05-14 20:14:00;93;109,0;Concluida;Linha Bairro Alto;Bairro Alto;Centro;62;22,77;2026-05-14 18:31:00
480;2026-05-14 19:00:00;2026-05-14 20:00:00;36;60,0;Concluida;Linha Bairro Novo;Bairro Novo;Centro;20;52,61;2026-05-14 19:19:00
482;2026-05-14 20:10:00;2026-05-14 21:03:00;52;53,0;Concluida;Linha Centro Sul;Centro;Terminal Sul;30;59,13;2026-05-14 20:18:00
484;2026-05-14 21:20:00;2026-05-14 22:15:00;60;55,0;Concluida;Linha Circular 2;Bairro Industrial;Centro;48;49,99;2026-05-14 21:35:00
485;2026-05-14 21:55:00;2026-05-14 23:33:00;75;98,0;Concluida;Linha Alpha Norte;Alvorada;Norte;41;40,95;2026-05-14 22:11:00
486;2026-05-14 22:30:00;2026-05-14 23:44:00;68;74,0;Concluida;Linha Alpha Sul;Sul;Centro;32;49,21;2026-05-14 22:47:00
487;2026-05-14 23:05:00;2026-05-15 00:31:00;76;86,0;Concluida;Linha Beta Oeste;Oeste;Centro;61;34,33;2026-05-14 23:27:00
488;2026-05-14 23:40:00;2026-05-15 00:58:00;56;78,0;Concluida;Linha Beta Leste;Leste;Centro;31;56,72;2026-05-14 23:52:00
489;2026-05-15 00:15:00;2026-05-15 01:30:00;54;75,0;Concluida;Linha Universitaria 1;Centro;Universidade Alpha;64;32,76;2026-05-15 00:23:00
493;2026-05-15 06:10:00;2026-05-15 07:13:00;50;63,0;Concluida;Linha Comercial Norte;Centro;Distrito Comercial;80;11,76;2026-05-15 06:15:00
497;2026-05-15 08:30:00;2026-05-15 09:58:00;87;88,0;Concluida;Linha Residencial A;Residencial Alpha;Centro;9;63,49;2026-05-15 08:54:00
499;2026-05-15 09:40:00;2026-05-15 10:33:00;60;53,0;Concluida;Linha Parque Verde;Centro;Parque Verde;51;23,78;2026-05-15 10:10:00
500;2026-05-15 10:15:00;2026-05-15 11:32:00;72;77,0;Concluida;Linha Parque Azul;Parque Azul;Centro;7;36,2;2026-05-15 10:40:00
503;2026-05-15 12:00:00;2026-05-15 13:45:00;81;105,0;Concluida;Linha Shopping Norte;Centro;Shopping Alpha;90;18,16;2026-05-15 12:20:00
504;2026-05-15 12:35:00;2026-05-15 13:52:00;84;77,0;Concluida;Linha Shopping Sul;Shopping Alpha;Centro;56;33,01;2026-05-15 13:09:00
510;2026-05-15 16:05:00;2026-05-15 17:46:00;93;101,0;Concluida;Linha Metropolitana 2;Cidade Beta;Centro;70;21,1;2026-05-15 16:34:00
512;2026-05-15 17:15:00;2026-05-15 18:27:00;69;72,0;Concluida;Linha Expresso Sul;Terminal Sul;Terminal Norte;45;59,88;2026-05-15 17:26:00
513;2026-05-15 17:50:00;2026-05-15 18:53:00;65;63,0;Concluida;Linha Escolar 1;Centro;Escola Alpha;42;52,6;2026-05-15 18:32:00
514;2026-05-15 18:25:00;2026-05-15 19:09:00;41;44,0;Concluida;Linha Escolar 2;Escola Alpha;Centro;36;63,97;2026-05-15 18:53:00
518;2026-05-15 20:45:00;2026-05-15 21:23:00;40;38,0;Concluida;Linha Ecologica 2;Centro;Parque Azul;56;22,37;2026-05-15 21:26:00
519;2026-05-15 21:20:00;2026-05-15 22:49:00;77;89,0;Concluida;Linha Bairro Alto;Bairro Alto;Centro;96;15,96;2026-05-15 22:03:00
520;2026-05-15 21:55:00;2026-05-15 22:58:00;62;63,0;Concluida;Linha Bairro Novo;Bairro Novo;Centro;62;27,39;2026-05-15 22:28:00
521;2026-05-15 22:30:00;2026-05-15 23:08:00;36;38,0;Concluida;Linha Centro Norte;Terminal Norte;Centro;19;60,76;2026-05-15 23:15:00
522;2026-05-15 23:05:00;2026-05-15 23:44:00;37;39,0;Concluida;Linha Centro Sul;Centro;Terminal Sul;87;21,64;2026-05-15 23:36:00
523;2026-05-15 23:40:00;2026-05-16 00:54:00;80;74,0;Concluida;Linha Circular 1;Centro;Bairro Industrial;59;37,32;2026-05-15 23:51:00
524;2026-05-16 00:15:00;2026-05-16 01:42:00;72;87,0;Concluida;Linha Circular 2;Bairro Industrial;Centro;88;11,82;2026-05-16 00:25:00
525;2026-05-16 00:50:00;2026-05-16 01:44:00;47;54,0;Concluida;Linha Alpha Norte;Alvorada;Norte;5;42,43;2026-05-16 01:34:00
526;2026-05-16 05:00:00;2026-05-16 06:21:00;89;81,0;Concluida;Linha Alpha Sul;Sul;Centro;95;13,75;2026-05-16 05:19:00
527;2026-05-16 05:35:00;2026-05-16 06:52:00;71;77,0;Concluida;Linha Beta Oeste;Oeste;Centro;87;19,11;2026-05-16 06:04:00
528;2026-05-16 06:10:00;2026-05-16 07:24:00;75;74,0;Concluida;Linha Beta Leste;Leste;Centro;72;26,1;2026-05-16 06:31:00
529;2026-05-16 06:45:00;2026-05-16 08:15:00;87;90,0;Concluida;Linha Universitaria 1;Centro;Universidade Alpha;14;60,41;2026-05-16 07:29:00
530;2026-05-16 07:20:00;2026-05-16 08:28:00;53;68,0;Concluida;Linha Universitaria 2;Universidade Alpha;Centro;46;38,43;2026-05-16 07:51:00
531;2026-05-16 07:55:00;2026-05-16 09:20:00;74;85,0;Concluida;Linha Hospital Norte;Centro;Hospital Alpha;52;32,21;2026-05-16 08:14:00
532;2026-05-16 08:30:00;2026-05-16 10:23:00;88;113,0;Concluida;Linha Hospital Sul;Hospital Alpha;Centro;51;29,81;2026-05-16 09:08:00
533;2026-05-16 09:05:00;2026-05-16 10:49:00;79;104,0;Concluida;Linha Comercial Norte;Centro;Distrito Comercial;10;64,09;2026-05-16 09:40:00
534;2026-05-16 09:40:00;2026-05-16 11:11:00;83;91,0;Concluida;Linha Comercial Sul;Distrito Comercial;Centro;47;39,67;2026-05-16 10:20:00
536;2026-05-16 10:50:00;2026-05-16 12:18:00;90;88,0;Concluida;Linha Industrial 2;Polo Industrial;Centro;61;31,77;2026-05-16 11:04:00
537;2026-05-16 11:25:00;2026-05-16 12:14:00;41;49,0;Concluida;Linha Residencial A;Residencial Alpha;Centro;86;14,28;2026-05-16 11:40:00
539;2026-05-16 12:35:00;2026-05-16 14:19:00;92;104,0;Concluida;Linha Parque Verde;Centro;Parque Verde;64;27,13;2026-05-16 13:10:00
540;2026-05-16 13:10:00;2026-05-16 13:49:00;43;39,0;Concluida;Linha Parque Azul;Parque Azul;Centro;20;41,63;2026-05-16 13:43:00
541;2026-05-16 13:45:00;2026-05-16 15:21:00;84;96,0;Concluida;Linha Aeroporto 1;Centro;Aeroporto Alpha;14;47,3;2026-05-16 13:59:00
543;2026-05-16 14:55:00;2026-05-16 16:02:00;69;67,0;Concluida;Linha Shopping Norte;Centro;Shopping Alpha;81;19,81;2026-05-16 15:25:00
544;2026-05-16 15:30:00;2026-05-16 17:03:00;94;93,0;Concluida;Linha Shopping Sul;Shopping Alpha;Centro;88;18,65;2026-05-16 16:03:00
545;2026-05-16 16:05:00;2026-05-16 16:53:00;54;48,0;Concluida;Linha Terminal Oeste;Terminal Oeste;Centro;12;49,18;2026-05-16 16:17:00
548;2026-05-16 17:50:00;2026-05-16 19:05:00;55;75,0;Concluida;Linha Circular Sul;Sul;Leste;9;45,75;2026-05-16 17:56:00
551;2026-05-16 19:35:00;2026-05-16 20:44:00;66;69,0;Concluida;Linha Expresso Norte;Terminal Norte;Terminal Sul;49;36,29;2026-05-16 19:55:00
552;2026-05-16 20:10:00;2026-05-16 21:38:00;79;88,0;Concluida;Linha Expresso Sul;Terminal Sul;Terminal Norte;43;41,55;2026-05-16 20:52:00
555;2026-05-16 21:55:00;2026-05-16 23:25:00;76;90,0;Concluida;Linha Tecnologia;Centro;Parque Tecnologico;23;51,17;2026-05-16 22:35:00
562;2026-05-17 05:35:00;2026-05-17 06:29:00;52;54,0;Concluida;Linha Centro Sul;Centro;Terminal Sul;37;48,46;2026-05-17 06:03:00
564;2026-05-17 06:45:00;2026-05-17 07:56:00;59;71,0;Concluida;Linha Circular 2;Bairro Industrial;Centro;97;10,0;2026-05-17 06:59:00
567;2026-05-17 08:30:00;2026-05-17 09:16:00;36;46,0;Concluida;Linha Beta Oeste;Oeste;Centro;24;44,74;2026-05-17 09:06:00
570;2026-05-17 10:15:00;2026-05-17 11:27:00;72;72,0;Concluida;Linha Universitaria 2;Universidade Alpha;Centro;46;58,15;2026-05-17 10:26:00
571;2026-05-17 10:50:00;2026-05-17 12:13:00;65;83,0;Concluida;Linha Hospital Norte;Centro;Hospital Alpha;83;10,26;2026-05-17 11:00:00
573;2026-05-17 12:00:00;2026-05-17 13:43:00;92;103,0;Concluida;Linha Comercial Norte;Centro;Distrito Comercial;91;12,62;2026-05-17 12:42:00
574;2026-05-17 12:35:00;2026-05-17 13:21:00;39;46,0;Concluida;Linha Comercial Sul;Distrito Comercial;Centro;68;28,32;2026-05-17 12:47:00
575;2026-05-17 13:10:00;2026-05-17 14:32:00;65;82,0;Concluida;Linha Industrial 1;Centro;Polo Industrial;26;52,62;2026-05-17 13:36:00
577;2026-05-17 14:20:00;2026-05-17 15:48:00;67;88,0;Concluida;Linha Residencial A;Residencial Alpha;Centro;18;52,86;2026-05-17 14:37:00
581;2026-05-17 16:40:00;2026-05-17 17:34:00;38;54,0;Concluida;Linha Aeroporto 1;Centro;Aeroporto Alpha;33;51,18;2026-05-17 17:09:00
582;2026-05-17 17:15:00;2026-05-17 18:43:00;95;88,0;Concluida;Linha Aeroporto 2;Aeroporto Alpha;Centro;74;26,68;2026-05-17 17:24:00
583;2026-05-17 17:50:00;2026-05-17 19:11:00;88;81,0;Concluida;Linha Shopping Norte;Centro;Shopping Alpha;19;48,55;2026-05-17 18:33:00
588;2026-05-17 20:45:00;2026-05-17 21:54:00;66;69,0;Concluida;Linha Circular Sul;Sul;Leste;31;36,01;2026-05-17 21:07:00
592;2026-05-17 23:05:00;2026-05-18 00:37:00;71;92,0;Concluida;Linha Expresso Sul;Terminal Sul;Terminal Norte;82;16,72;2026-05-17 23:50:00
594;2026-05-18 00:15:00;2026-05-18 01:26:00;62;71,0;Concluida;Linha Escolar 2;Escola Alpha;Centro;93;10,36;2026-05-18 00:40:00
595;2026-05-18 00:50:00;2026-05-18 02:06:00;51;76,0;Concluida;Linha Tecnologia;Centro;Parque Tecnologico;71;25,43;2026-05-18 01:27:00
600;2026-05-18 07:20:00;2026-05-18 08:48:00;81;88,0;Concluida;Linha Bairro Novo;Bairro Novo;Centro;96;14,94;2026-05-18 07:49:00
603;2026-05-18 09:05:00;2026-05-18 10:24:00;76;79,0;Concluida;Linha Circular 1;Centro;Bairro Industrial;16;50,74;2026-05-18 09:38:00
605;2026-05-18 10:15:00;2026-05-18 11:33:00;54;78,0;Concluida;Linha Alpha Norte;Alvorada;Norte;31;41,56;2026-05-18 10:29:00
608;2026-05-18 12:00:00;2026-05-18 12:42:00;38;42,0;Concluida;Linha Beta Leste;Leste;Centro;71;31,97;2026-05-18 12:12:00
609;2026-05-18 12:35:00;2026-05-18 13:55:00;84;80,0;Concluida;Linha Universitaria 1;Centro;Universidade Alpha;21;45,54;2026-05-18 13:00:00
611;2026-05-18 13:45:00;2026-05-18 15:22:00;82;97,0;Concluida;Linha Hospital Norte;Centro;Hospital Alpha;71;23,36;2026-05-18 14:21:00
614;2026-05-18 15:30:00;2026-05-18 16:52:00;75;82,0;Concluida;Linha Comercial Sul;Distrito Comercial;Centro;56;24,31;2026-05-18 16:14:00
615;2026-05-18 16:05:00;2026-05-18 17:21:00;82;76,0;Concluida;Linha Industrial 1;Centro;Polo Industrial;52;33,27;2026-05-18 16:48:00
616;2026-05-18 16:40:00;2026-05-18 17:28:00;42;48,0;Concluida;Linha Industrial 2;Polo Industrial;Centro;50;35,35;2026-05-18 17:04:00
618;2026-05-18 17:50:00;2026-05-18 19:27:00;84;97,0;Concluida;Linha Residencial B;Centro;Residencial Beta;77;30,14;2026-05-18 18:25:00
619;2026-05-18 18:25:00;2026-05-18 19:48:00;91;83,0;Concluida;Linha Parque Verde;Centro;Parque Verde;21;48,14;2026-05-18 19:10:00
620;2026-05-18 19:00:00;2026-05-18 20:23:00;70;83,0;Concluida;Linha Parque Azul;Parque Azul;Centro;20;61,1;2026-05-18 19:30:00
622;2026-05-18 20:10:00;2026-05-18 22:03:00;95;113,0;Concluida;Linha Aeroporto 2;Aeroporto Alpha;Centro;70;23,68;2026-05-18 20:23:00
623;2026-05-18 20:45:00;2026-05-18 21:41:00;53;56,0;Concluida;Linha Shopping Norte;Centro;Shopping Alpha;42;40,24;2026-05-18 21:29:00
625;2026-05-18 21:55:00;2026-05-18 23:32:00;86;97,0;Concluida;Linha Terminal Oeste;Terminal Oeste;Centro;14;42,33;2026-05-18 22:37:00
626;2026-05-18 22:30:00;2026-05-18 23:45:00;82;75,0;Concluida;Linha Terminal Leste;Centro;Terminal Leste;71;21,22;2026-05-18 22:42:00
627;2026-05-18 23:05:00;2026-05-19 00:24:00;75;79,0;Concluida;Linha Circular Norte;Norte;Oeste;35;47,18;2026-05-18 23:36:00
629;2026-05-19 00:15:00;2026-05-19 01:18:00;43;63,0;Concluida;Linha Metropolitana 1;Centro;Cidade Beta;76;32,96;2026-05-19 00:43:00
631;2026-05-19 05:00:00;2026-05-19 06:10:00;66;70,0;Concluida;Linha Expresso Norte;Terminal Norte;Terminal Sul;30;47,74;2026-05-19 05:31:00
634;2026-05-19 06:45:00;2026-05-19 07:48:00;64;63,0;Concluida;Linha Escolar 2;Escola Alpha;Centro;51;31,22;2026-05-19 07:06:00
644;2026-05-19 12:35:00;2026-05-19 13:51:00;84;76,0;Concluida;Linha Circular 2;Bairro Industrial;Centro;43;59,49;2026-05-19 12:57:00
645;2026-05-19 13:10:00;2026-05-19 14:10:00;57;60,0;Concluida;Linha Alpha Norte;Alvorada;Norte;17;55,11;2026-05-19 13:44:00
646;2026-05-19 13:45:00;2026-05-19 15:14:00;82;89,0;Concluida;Linha Alpha Sul;Sul;Centro;89;14,89;2026-05-19 14:25:00
649;2026-05-19 15:30:00;2026-05-19 16:45:00;52;75,0;Concluida;Linha Universitaria 1;Centro;Universidade Alpha;55;33,13;2026-05-19 16:14:00
650;2026-05-19 16:05:00;2026-05-19 17:14:00;58;69,0;Concluida;Linha Universitaria 2;Universidade Alpha;Centro;51;24,15;2026-05-19 16:46:00
652;2026-05-19 17:15:00;2026-05-19 18:13:00;60;58,0;Concluida;Linha Hospital Sul;Hospital Alpha;Centro;65;35,78;2026-05-19 17:34:00
653;2026-05-19 17:50:00;2026-05-19 19:05:00;74;75,0;Concluida;Linha Comercial Norte;Centro;Distrito Comercial;30;39,64;2026-05-19 18:08:00
654;2026-05-19 18:25:00;2026-05-19 19:29:00;64;64,0;Concluida;Linha Comercial Sul;Distrito Comercial;Centro;43;45,04;2026-05-19 19:09:00
656;2026-05-19 19:35:00;2026-05-19 21:18:00;85;103,0;Concluida;Linha Industrial 2;Polo Industrial;Centro;69;36,04;2026-05-19 19:52:00
657;2026-05-19 20:10:00;2026-05-19 21:53:00;93;103,0;Concluida;Linha Residencial A;Residencial Alpha;Centro;80;13,55;2026-05-19 20:42:00
659;2026-05-19 21:20:00;2026-05-19 21:56:00;35;36,0;Concluida;Linha Parque Verde;Centro;Parque Verde;91;8,12;2026-05-19 21:47:00
661;2026-05-19 22:30:00;2026-05-19 23:22:00;56;52,0;Concluida;Linha Aeroporto 1;Centro;Aeroporto Alpha;31;37,92;2026-05-19 22:45:00
664;2026-05-20 00:15:00;2026-05-20 01:12:00;60;57,0;Concluida;Linha Shopping Sul;Shopping Alpha;Centro;45;35,62;2026-05-20 00:27:00
667;2026-05-20 05:35:00;2026-05-20 06:41:00;48;66,0;Concluida;Linha Circular Norte;Norte;Oeste;67;29,7;2026-05-20 05:53:00
669;2026-05-20 06:45:00;2026-05-20 08:05:00;76;80,0;Concluida;Linha Metropolitana 1;Centro;Cidade Beta;17;63,25;2026-05-20 07:03:00
672;2026-05-20 08:30:00;2026-05-20 09:32:00;62;62,0;Concluida;Linha Expresso Sul;Terminal Sul;Terminal Norte;81;15,01;2026-05-20 09:12:00
674;2026-05-20 09:40:00;2026-05-20 11:25:00;94;105,0;Concluida;Linha Escolar 2;Escola Alpha;Centro;80;9,13;2026-05-20 10:24:00
677;2026-05-20 11:25:00;2026-05-20 12:58:00;73;93,0;Concluida;Linha Ecologica 1;Parque Verde;Centro;52;33,37;2026-05-20 11:36:00
679;2026-05-20 12:35:00;2026-05-20 13:32:00;48;57,0;Concluida;Linha Bairro Alto;Bairro Alto;Centro;53;35,74;2026-05-20 13:16:00
680;2026-05-20 13:10:00;2026-05-20 14:16:00;45;66,0;Concluida;Linha Bairro Novo;Bairro Novo;Centro;56;27,44;2026-05-20 13:54:00
681;2026-05-20 13:45:00;2026-05-20 14:28:00;48;43,0;Concluida;Linha Centro Norte;Terminal Norte;Centro;45;41,29;2026-05-20 13:56:00
682;2026-05-20 14:20:00;2026-05-20 15:44:00;74;84,0;Concluida;Linha Centro Sul;Centro;Terminal Sul;19;37,26;2026-05-20 14:53:00
683;2026-05-20 14:55:00;2026-05-20 15:52:00;40;57,0;Concluida;Linha Circular 1;Centro;Bairro Industrial;32;62,74;2026-05-20 15:00:00
684;2026-05-20 15:30:00;2026-05-20 16:38:00;69;68,0;Concluida;Linha Circular 2;Bairro Industrial;Centro;75;30,67;2026-05-20 15:53:00
687;2026-05-20 17:15:00;2026-05-20 18:02:00;36;47,0;Concluida;Linha Beta Oeste;Oeste;Centro;68;28,58;2026-05-20 17:30:00
688;2026-05-20 17:50:00;2026-05-20 18:54:00;45;64,0;Concluida;Linha Beta Leste;Leste;Centro;7;63,3;2026-05-20 17:55:00
691;2026-05-20 19:35:00;2026-05-20 20:58:00;81;83,0;Concluida;Linha Hospital Norte;Centro;Hospital Alpha;13;37,25;2026-05-20 20:18:00
693;2026-05-20 20:45:00;2026-05-20 21:59:00;54;74,0;Concluida;Linha Comercial Norte;Centro;Distrito Comercial;40;55,53;2026-05-20 21:14:00
695;2026-05-20 21:55:00;2026-05-20 23:24:00;66;89,0;Concluida;Linha Industrial 1;Centro;Polo Industrial;54;30,07;2026-05-20 22:19:00
696;2026-05-20 22:30:00;2026-05-20 23:32:00;41;62,0;Concluida;Linha Industrial 2;Polo Industrial;Centro;37;53,61;2026-05-20 23:14:00
699;2026-05-21 00:15:00;2026-05-21 01:14:00;50;59,0;Concluida;Linha Parque Verde;Centro;Parque Verde;43;54,87;2026-05-21 00:57:00
